startup_name,tagline,detail_url,category,list_page,name_clean,name_clean_v2
Biomiscanthus France,A breakthrough in bio plastic,https://www.frenchcleantech.com/company/categories/materials/profile/biomiscanthus-france-a-breakthrough-in-organic-the-plastics.html,Materials (38),3,BIOMISCANTHUS FRANCE,BIOMISCANTHUS FRANCE
CLEANEA,When water becomes detergents,https://www.frenchcleantech.com/company/categories/materials/profile/cleanea-when-water-becomes-detergents.html,Materials (38),4,CLEANEA,CLEANEA
IDEOL,Moving the wind energy offshore,https://www.frenchcleantech.com/company/categories/materials/profile/ideol-moving-the-wind-energy-offshore.html,Materials (38),4,IDEOL,IDEOL
Polymem,Membrane Manufacturer,https://www.frenchcleantech.com/company/categories/materials/profile/polymem-membrane-manufacturer.html,Materials (38),4,POLYMEM,POLYMEM
Wysips,The world’s first transparent photovoltaic film,https://www.frenchcleantech.com/company/categories/materials/profile/wysips-the-worlds-first-transparent-photovoltaic-film.html,Materials (38),4,WYSIPS,WYSIPS
Seawax,Marine Coating made from natural ingredients,https://www.frenchcleantech.com/company/categories/materials/profile/seawax-marine-coating-made-from-natural-ingredients.html,Materials (38),4,SEAWAX,SEAWAX
Magpie Polymers,For metal capture and recycling,https://www.frenchcleantech.com/company/categories/materials/profile/magpie-polymers-for-metal-capture-and-recycling.html,Materials (38),5,MAGPIE POLYMERS,MAGPIE POLYMERS
Sphere,Sugarcane bioplastics,https://www.frenchcleantech.com/company/categories/materials/profile/sphere-group-biodegradable-garbage-and-green-waste-bags.html,Materials (38),5,SPHERE,SPHERE
S'tile,Silicon wafers innovation for solar energy,https://www.frenchcleantech.com/company/categories/materials/profile/stile-development-of-semiconductors-materials-for-solar-energy.html,Materials (38),5,S TILE,STILE
Emix,Silicon wafers for solar industries,https://www.frenchcleantech.com/company/categories/materials/profile/emix-silicon-wafers-for-solar-industries.html,Materials (38),5,EMIX,EMIX
I-D Tech Environnement,Make electricity with wilk.,https://www.frenchcleantech.com/company/categories/materials/profile/i-d-tech-environnement-make-electricity-with-wilk.html,Materials (38),5,I D TECH ENVIRONNEMENT,ID TECH ENVIRONNEMENT
Céole,Wind tower construction plants,https://www.frenchcleantech.com/company/categories/materials/profile/ceole-wind-tower-construction-plants.html,Materials (38),6,CEOLE,CEOLE
PCAS,Innovative insulation material,https://www.frenchcleantech.com/company/categories/materials/profile/pcas-innovative-insulation-material.html,Materials (38),6,PCAS,PCAS
Sud Ecowatt,Innovative solar heating,https://www.frenchcleantech.com/company/categories/materials/profile/sud-ecowall-innovative-solar-heating.html,Materials (38),6,SUD ECOWATT,SUD ECOWATT
Vegeplast,Green conception and manufacturing of bioplastics parts,https://www.frenchcleantech.com/company/categories/materials/profile/vegeplast-vegetable-based-bioplastic.html,Materials (38),6,VEGEPLAST,VEGEPLAST
Taskeo,natural fiber car components,https://www.frenchcleantech.com/company/categories/materials/profile/taskeo-natural-fiber-car-components.html,Materials (38),6,TASKEO,TASKEO
Green Ingenierie,Innovative insulating material,https://www.frenchcleantech.com/company/categories/materials/profile/green-ingenierie-innovative-insulating-material.html,Materials (38),7,GREEN INGENIERIE,GREEN INGENIERIE
Robin Sun,Glass wall producing hot water,https://www.frenchcleantech.com/company/categories/materials/profile/robin-sun-launches-solar-glazing.html,Materials (38),7,ROBIN SUN,ROBIN SUN
Brochier technologies,Photocatalytic pollution control solution,https://www.frenchcleantech.com/company/categories/materials/profile/brochier-technologies-photocatalytic-pollution-control-solution.html,Materials (38),7,BROCHIER TECHNOLOGIES,BROCHIER TECHNOLOGIES
JD Transbio,Bio degradable production pot,https://www.frenchcleantech.com/company/categories/materials/profile/jd-transbio-bio-degradable-production-pot.html,Materials (38),7,JD TRANSBIO,JD TRANSBIO
Opaly,Active solar envelope,https://www.frenchcleantech.com/company/categories/materials/profile/opaly-active-solar-envelope-in-buildings.html,Materials (38),7,OPALY,OPALY
Ederna,Membrane contactors technology,https://www.frenchcleantech.com/company/categories/materials/profile/ederna-membrane-contactors-technology.html,Materials (38),8,EDERNA,EDERNA
Pylote,Innovative green particles,https://www.frenchcleantech.com/company/categories/materials/profile/pylote-introduces-innovative-green-particles.html,Materials (38),8,PYLOTE,PYLOTE
Roctool,Innovative molding technologies,https://www.frenchcleantech.com/company/categories/materials/profile/roctool-innovative-molding-technology.html,Materials (38),8,ROCTOOL,ROCTOOL
Recupere Metals,Copper electrical wires from 100% recycled feedstock,https://www.frenchcleantech.com/company/categories/recycling-waste/profile/recupere-metals-copper-electrical-wires-from-100-recycled-feedst.html,Recycling & Waste (34),1,RECUPERE METALS,RECUPERE METALS
Recyc'elit,Recycle all type of complex textile,https://www.frenchcleantech.com/company/categories/recycling-waste/profile/recycelit-.html,Recycling & Waste (34),1,RECYC ELIT,RECYC ELIT
Mecaware,Battery recycling,https://www.frenchcleantech.com/company/categories/recycling-waste/profile/mecaware-battery-recycling.html,Recycling & Waste (34),1,MECAWARE,MECAWARE
Mini Green Power,High tech mini power plants,https://www.frenchcleantech.com/company/categories/recycling-waste/profile/mini-green-power-high-tech-mini-power-plants.html,Recycling & Waste (34),1,MINI GREEN POWER,MINI GREEN POWER
Cy-Clope,Cigarette stub collector,https://www.frenchcleantech.com/company/categories/recycling-waste/profile/cy-clope-cigarette-stub-collector.html,Recycling & Waste (34),1,CY CLOPE,CY CLOPE
Neodyss,Creating value from wasted flare gas,https://www.frenchcleantech.com/company/categories/recycling-waste/profile/neodyss-creating-value-from-wasted-flare-gas.html,Recycling & Waste (34),2,NEODYSS,NEODYSS
Ecoslops,Innovative marine fuel oil recycling solution.,https://www.frenchcleantech.com/company/categories/recycling-waste/profile/ecoslops-recycle-ships-oily-waste.html,Recycling & Waste (34),2,ECOSLOPS,ECOSLOPS
Otonome,Ecological solutions & concepts,https://www.frenchcleantech.com/company/categories/recycling-waste/profile/otonome-ecological-solutions-concepts.html,Recycling & Waste (34),2,OTONOME,OTONOME
Sedigate,Dredged sediments management,https://www.frenchcleantech.com/company/categories/recycling-waste/profile/sedigate-shore-management-of-dredged-sediments.html,Recycling & Waste (34),2,SEDIGATE,SEDIGATE
Terra Nova Metal,Print circuit board recycling,https://www.frenchcleantech.com/company/categories/recycling-waste/profile/terranova-metal-print-circuit-board-recylcling.html,Recycling & Waste (34),2,TERRA NOVA METAL,TERRA NOVA METAL
Innoveox,Supercritical Water Oxidation,https://www.frenchcleantech.com/company/categories/recycling-waste/profile/innoveox-supercritical-water-oxidation.html,Recycling & Waste (34),3,INNOVEOX,INNOVEOX
Trinov,Environmental waste management software,https://www.frenchcleantech.com/company/categories/recycling-waste/profile/trinov-environmental-waste-management-software.html,Recycling & Waste (34),3,TRINOV,TRINOV
Pyrum Innovations,Recycling process for used tires,https://www.frenchcleantech.com/company/categories/recycling-waste/profile/pyrum-innovations-tire-recycling.html,Recycling & Waste (34),3,PYRUM INNOVATIONS,PYRUM INNOVATIONS
NOVAD,"Treatment and decontamination of soils, water and air",https://www.frenchcleantech.com/company/categories/recycling-waste/profile/novad-treatment-and-decontamination-of-soils-water-and-air.html,Recycling & Waste (34),3,NOVAD,NOVAD
Magpie Polymers,For metal capture and recycling,https://www.frenchcleantech.com/company/categories/recycling-waste/profile/magpie-polymers-for-metal-capture-and-recycling.html,Recycling & Waste (34),3,MAGPIE POLYMERS,MAGPIE POLYMERS
Rhodia,Innovative process for recycling of rare earths,https://www.frenchcleantech.com/company/categories/recycling-waste/profile/rhodia-innovative-process-for-recycling-of-rare-earths.html,Recycling & Waste (34),4,RHODIA,RHODIA
Sorepla,A leader in reclamation plastic waste,https://www.frenchcleantech.com/company/categories/recycling-waste/profile/sorepla-a-leader-in-reclamation-plastic-waste.html,Recycling & Waste (34),4,SOREPLA,SOREPLA
I-D Tech Environnement,Make electricity with wilk.,https://www.frenchcleantech.com/company/categories/recycling-waste/profile/i-d-tech-environnement-make-electricity-with-wilk.html,Recycling & Waste (34),4,I D TECH ENVIRONNEMENT,ID TECH ENVIRONNEMENT
Hybrid Energies,Producing spirulina from biogas emissions,https://www.frenchcleantech.com/company/categories/recycling-waste/profile/hybrid-energies-producing-spirulina-from-biogas-emissions.html,Recycling & Waste (34),4,HYBRID ENERGIES,HYBRID ENERGIES
CETH,Innovative hydrogen production systems,https://www.frenchcleantech.com/company/categories/recycling-waste/profile/ceth-innovating-hydrogen-production-systems.html,Recycling & Waste (34),4,CETH,CETH
Ecoceane,Ships for collecting waste and hydrocarbons,https://www.frenchcleantech.com/company/categories/recycling-waste/profile/ecoceane-ships-for-collecting-waste-and-hydrocarbons.html,Recycling & Waste (34),5,ECOCEANE,ECOCEANE
S3d convert,S3d convert animal fat into biofuel,https://www.frenchcleantech.com/company/categories/recycling-waste/profile/s3d-convert-animal-fat-into-electricity.html,Recycling & Waste (34),5,S3D CONVERT,S3D CONVERT
Envolure,Innovative effluent eco-analysis,https://www.frenchcleantech.com/company/categories/recycling-waste/profile/envolure-innovative-effluent-eco-analysis.html,Recycling & Waste (34),5,ENVOLURE,ENVOLURE
Ivea,LIBS analysers for pollution control,https://www.frenchcleantech.com/company/categories/recycling-waste/profile/ivea-libs-for-pollution-control.html,Recycling & Waste (34),5,IVEA,IVEA
Stoc Environnement,Individual wastewater treatment,https://www.frenchcleantech.com/company/categories/recycling-waste/profile/stoc-environnement-individual-wastewater-treatment-innovations.html,Recycling & Waste (34),5,STOC ENVIRONNEMENT,STOC ENVIRONNEMENT
BH Environnement,Optimise waste collection,https://www.frenchcleantech.com/company/categories/recycling-waste/profile/bh-environnement-optimises-waste-collection.html,Recycling & Waste (34),6,BH ENVIRONNEMENT,BH ENVIRONNEMENT
Ewam,Competitiveness and environmental performance,https://www.frenchcleantech.com/company/categories/recycling-waste/profile/ewam-competitiveness-environmental-performance.html,Recycling & Waste (34),6,EWAM,EWAM
PACMI,Microbial fuel cell technology,https://www.frenchcleantech.com/company/categories/recycling-waste/profile/pacmi-microbial-fuel-cell-technology.html,Recycling & Waste (34),6,PACMI,PACMI
Domelys,Recover heat on wastewater,https://www.frenchcleantech.com/company/categories/recycling-waste/profile/domelys-recovers-heat-on-wastewater.html,Recycling & Waste (34),6,DOMELYS,DOMELYS
CKFD,Innovative recycle cans system,https://www.frenchcleantech.com/company/categories/recycling-waste/profile/ckfd-innovative-recycle-cans-system.html,Recycling & Waste (34),6,CKFD,CKFD
VBC3000,Building with sewage,https://www.frenchcleantech.com/company/categories/recycling-waste/profile/vbc3000-building-with-sewage.html,Recycling & Waste (34),7,VBC3000,VBC3000
Pellenc Selective Technologies,Sorting machines,https://www.frenchcleantech.com/company/categories/recycling-waste/profile/pellenc-selective-technologies-sorting-machines.html,Recycling & Waste (34),7,PELLENC SELECTIVE TECHNOLOGIES,PELLENC SELECTIVE TECHNOLOGIES
Recupyl,Hazardous waste recycling,https://www.frenchcleantech.com/company/categories/recycling-waste/profile/recupyl-hazardous-waste-recycling.html,Recycling & Waste (34),7,RECUPYL,RECUPYL
Bionersis,Biogas to electricity,https://www.frenchcleantech.com/company/categories/recycling-waste/profile/bionersis-biogas-to-energy-solutions.html,Recycling & Waste (34),7,BIONERSIS,BIONERSIS
Estuaire,Mitigating the environmental impact of aviation,https://www.frenchcleantech.com/company/categories/transportation/profile/estuaire-mitigating-the-environmental-impact-of-aviation.html,Transportation (23),1,ESTUAIRE,ESTUAIRE
Bluefins,Decarbonize ocean shipping with zero-emission,https://www.frenchcleantech.com/company/categories/transportation/profile/bluefins-decarbonize-ocean-shipping-with-zero-emission.html,Transportation (23),1,BLUEFINS,BLUEFINS
Forcity,Smart City Software,https://www.frenchcleantech.com/company/categories/transportation/profile/forcity-smart-city-software.html,Transportation (23),1,FORCITY,FORCITY
EMD,Electric Urban Cargo,https://www.frenchcleantech.com/company/categories/transportation/profile/emd-electric-urban-cargo.html,Transportation (23),1,EMD,EMD
Azure Trend,Yacht's one stop water solution.,https://www.frenchcleantech.com/company/categories/transportation/profile/azure-trend-yachts-one-stop-water-solution.html,Transportation (23),1,AZURE TREND,AZURE TREND
EV Tronic,Charging stations for electric vehicles,https://www.frenchcleantech.com/company/categories/transportation/profile/evtronic-charging-stations-for-electric-vehicles.html,Transportation (23),2,EV TRONIC,EV TRONIC
Xor Motors,Electric scooters,https://www.frenchcleantech.com/company/categories/transportation/profile/xor-motors-electric-scooters.html,Transportation (23),2,XOR MOTORS,XOR MOTORS
CoSMo Company,Complex Systems Modeling,https://www.frenchcleantech.com/company/categories/transportation/profile/cosmo-company-complex-systems-modeling.html,Transportation (23),2,COSMO COMPANY,COSMO COMPANY
Hikob,Wireless sensor networks to power smart cities,https://www.frenchcleantech.com/company/categories/transportation/profile/hikob-wireless-sensor-networks-for-a-smarter-road-network.html,Transportation (23),2,HIKOB,HIKOB
Advansolar,Solar electric mobility,https://www.frenchcleantech.com/company/categories/transportation/profile/advansolar-cyclo-solar-electric-bikes.html,Transportation (23),2,ADVANSOLAR,ADVANSOLAR
Open Ocean,Marine energy consultancy,https://www.frenchcleantech.com/company/categories/transportation/profile/open-ocean-marine-energy-consultancy.html,Transportation (23),3,OPEN OCEAN,OPEN OCEAN
ez-Wheel,Electric wheel solutions,https://www.frenchcleantech.com/company/categories/transportation/profile/ez-wheel-electric-wheel-solutions.html,Transportation (23),3,EZ WHEEL,EZ WHEEL
Smartgrains,A smart wireless parking guidance solution,https://www.frenchcleantech.com/company/categories/transportation/profile/smartgrains-a-smart-wireless-parking-guidance-solution.html,Transportation (23),3,SMARTGRAINS,SMARTGRAINS
Watt & Sea,Cruising hydrogenerator,https://www.frenchcleantech.com/company/categories/transportation/profile/watt-sea-cruising-hydrogenerator.html,Transportation (23),3,WATT SEA,WATT SEA
INAWA,Innovative CVT with high potential,https://www.frenchcleantech.com/company/categories/transportation/profile/inawa-innovative-cvt-with-high-potential.html,Transportation (23),3,INAWA,INAWA
Quiet Oceans,Technology for sustainable oceans,https://www.frenchcleantech.com/company/categories/transportation/profile/quiet-oceans-technology-for-sustainable-oceans.html,Transportation (23),4,QUIET OCEANS,QUIET OCEANS
NG2,Less CO2 with PLUG shore power solution,https://www.frenchcleantech.com/company/categories/transportation/profile/ng2-plug-shore-power-solution.html,Transportation (23),4,NG2,NG2
Neelogy,Innovative sensor technology,https://www.frenchcleantech.com/company/categories/transportation/profile/neelogy-breakthrough-technology-for-dc-current-sensor.html,Transportation (23),4,NEELOGY,NEELOGY
MCE-5 Development,Fuel consumption reduction technology,https://www.frenchcleantech.com/company/categories/transportation/profile/mce-5-fuel-consumption-reduction-technology.html,Transportation (23),4,MCE 5 DEVELOPMENT,MCE 5 DEVELOPMENT
Sol’r,Green Solar airship,https://www.frenchcleantech.com/company/categories/transportation/profile/solr-solar-airship-from-insa-lyon.html,Transportation (23),4,SOL R,SOL R
Electravia,Driving the silence,https://www.frenchcleantech.com/company/categories/transportation/profile/electravia-driving-the-silence.html,Transportation (23),5,ELECTRAVIA,ELECTRAVIA
Minix,Reduce aircraft vortex and pollution,https://www.frenchcleantech.com/company/categories/transportation/profile/minix-reduces-aircraft-vortex-and-pollution.html,Transportation (23),5,MINIX,MINIX
Courb C-Zen,A new automotive concept,https://www.frenchcleantech.com/company/categories/transportation/profile/courb-c-zen-a-new-automtive-concept.html,Transportation (23),5,COURB C ZEN,COURB CZEN
Kumulus,The water utility company of the future,https://www.frenchcleantech.com/company/categories/water-wastewater/profile/kumulus-the-water-utility-company-of-the-future.html,Water & Wastewater (36),1,KUMULUS,KUMULUS
Alpinov X,High environmental value cold,https://www.frenchcleantech.com/company/categories/water-wastewater/profile/alpinov-x-high-environmental-value-cold.html,Water & Wastewater (36),1,ALPINOV X,ALPINOV X
Stimergy,Digital boiler,https://www.frenchcleantech.com/company/categories/water-wastewater/profile/stimenergy.html,Water & Wastewater (36),1,STIMERGY,STIMERGY
Azure Trend,Yacht's one stop water solution.,https://www.frenchcleantech.com/company/categories/water-wastewater/profile/azure-trend-yachts-one-stop-water-solution.html,Water & Wastewater (36),1,AZURE TREND,AZURE TREND
Fruition Sciences,Precise water monitoring,https://www.frenchcleantech.com/company/categories/water-wastewater/profile/fruitition-sciences-precise-water-monitoring.html,Water & Wastewater (36),1,FRUITION SCIENCES,FRUITION SCIENCES
TMW,Clean Water Solutions,https://www.frenchcleantech.com/company/categories/water-wastewater/profile/tmw-clean-water-solutions.html,Water & Wastewater (36),2,TMW,TMW
CTI,Ceramic membranes for liquid filtration,https://www.frenchcleantech.com/company/categories/water-wastewater/profile/cti-ceramic-membranes.html,Water & Wastewater (36),2,CTI,CTI
Otonome,Ecological solutions & concepts,https://www.frenchcleantech.com/company/categories/water-wastewater/profile/otonome-ecological-solutions-concepts.html,Water & Wastewater (36),2,OTONOME,OTONOME
Fluidion,Fluidic intelligence,https://www.frenchcleantech.com/company/categories/water-wastewater/profile/fluidion.html,Water & Wastewater (36),2,FLUIDION,FLUIDION
ITK,Technology serving agriculture,https://www.frenchcleantech.com/company/categories/water-wastewater/profile/itk-technology-serving-agriculture.html,Water & Wastewater (36),2,ITK,ITK
Circeo Partners,Rainwater harvesting,https://www.frenchcleantech.com/company/categories/water-wastewater/profile/circeo-partners-rainwater-harvesting.html,Water & Wastewater (36),3,CIRCEO PARTNERS,CIRCEO PARTNERS
Teeo,Remote control system for water and electricity consumption,https://www.frenchcleantech.com/company/categories/water-wastewater/profile/teeo-remote-control-system-for-water-and-electricity-consumption.html,Water & Wastewater (36),3,TEEO,TEEO
NOVAD,"Treatment and decontamination of soils, water and air",https://www.frenchcleantech.com/company/categories/water-wastewater/profile/novad-treatment-and-decontamination-of-soils-water-and-air.html,Water & Wastewater (36),3,NOVAD,NOVAD
Loïra,Removal of xenobiotics present in waters,https://www.frenchcleantech.com/company/categories/water-wastewater/profile/loira-photochemical-process-to-remove-xenobiotics.html,Water & Wastewater (36),3,LOIRA,LOIRA
CLEANEA,When water becomes detergents,https://www.frenchcleantech.com/company/categories/water-wastewater/profile/cleanea-when-water-becomes-detergents.html,Water & Wastewater (36),3,CLEANEA,CLEANEA
imaGeau,Real time management of subsurface resources,https://www.frenchcleantech.com/company/categories/water-wastewater/profile/imageau-real-time-management-of-subsurface-resources.html,Water & Wastewater (36),4,IMAGEAU,IMAGEAU
Quiet Oceans,Technology for sustainable oceans,https://www.frenchcleantech.com/company/categories/water-wastewater/profile/quiet-oceans-technology-for-sustainable-oceans.html,Water & Wastewater (36),4,QUIET OCEANS,QUIET OCEANS
Ubertone,Ultrasonic measurement instruments,https://www.frenchcleantech.com/company/categories/water-wastewater/profile/ubertone-ultrasonic-measurement-instruments.html,Water & Wastewater (36),4,UBERTONE,UBERTONE
Polymem,Membrane Manufacturer,https://www.frenchcleantech.com/company/categories/water-wastewater/profile/polymem-membrane-manufacturer.html,Water & Wastewater (36),4,POLYMEM,POLYMEM
Seawax,Marine Coating made from natural ingredients,https://www.frenchcleantech.com/company/categories/water-wastewater/profile/seawax-marine-coating-made-from-natural-ingredients.html,Water & Wastewater (36),4,SEAWAX,SEAWAX
Phytorestore,Filtering gardens,https://www.frenchcleantech.com/company/categories/water-wastewater/profile/phytorestore-filtering-gardens.html,Water & Wastewater (36),5,PHYTORESTORE,PHYTORESTORE
L'Eau Pure,Water treatment solutions,https://www.frenchcleantech.com/company/categories/water-wastewater/profile/leau-pure-water-treatment-solutions.html,Water & Wastewater (36),5,L EAU PURE,LEAU PURE
I-D Tech Environnement,Make electricity with wilk.,https://www.frenchcleantech.com/company/categories/water-wastewater/profile/i-d-tech-environnement-make-electricity-with-wilk.html,Water & Wastewater (36),5,I D TECH ENVIRONNEMENT,ID TECH ENVIRONNEMENT
Ecoceane,Ships for collecting waste and hydrocarbons,https://www.frenchcleantech.com/company/categories/water-wastewater/profile/ecoceane-ships-for-collecting-waste-and-hydrocarbons.html,Water & Wastewater (36),5,ECOCEANE,ECOCEANE
Claranor,Ecological pulsed light sterilization,https://www.frenchcleantech.com/company/categories/water-wastewater/profile/claranor-ecological-pulsed-light-sterilization.html,Water & Wastewater (36),5,CLARANOR,CLARANOR
Envolure,Innovative effluent eco-analysis,https://www.frenchcleantech.com/company/categories/water-wastewater/profile/envolure-innovative-effluent-eco-analysis.html,Water & Wastewater (36),6,ENVOLURE,ENVOLURE
Eole Water,From Wind to water,https://www.frenchcleantech.com/company/categories/water-wastewater/profile/eole-water-from-wind-to-water.html,Water & Wastewater (36),6,EOLE WATER,EOLE WATER
Stoc Environnement,Individual wastewater treatment,https://www.frenchcleantech.com/company/categories/water-wastewater/profile/stoc-environnement-individual-wastewater-treatment-innovations.html,Water & Wastewater (36),6,STOC ENVIRONNEMENT,STOC ENVIRONNEMENT
Ewam,Competitiveness and environmental performance,https://www.frenchcleantech.com/company/categories/water-wastewater/profile/ewam-competitiveness-environmental-performance.html,Water & Wastewater (36),6,EWAM,EWAM
Technavox,Catalytic ozonation,https://www.frenchcleantech.com/company/categories/water-wastewater/profile/technavox-catalytic-ozonation.html,Water & Wastewater (36),6,TECHNAVOX,TECHNAVOX
Hydrelis,Water leak detection technology,https://www.frenchcleantech.com/company/categories/water-wastewater/profile/hydrelis-water-leak-detection-technology.html,Water & Wastewater (36),7,HYDRELIS,HYDRELIS
Bio-uv,Ultraviolet water treatment,https://www.frenchcleantech.com/company/categories/water-wastewater/profile/bio-uv-ultraviolet-water-treatment.html,Water & Wastewater (36),7,BIO UV,BIO UV
3MW,Desalinisation & Demineralization,https://www.frenchcleantech.com/company/categories/water-wastewater/profile/3mw-sea-water-desalination-technology.html,Water & Wastewater (36),7,3MW,3MW
Akaeno,Leveraging wastewater,https://www.frenchcleantech.com/company/categories/water-wastewater/profile/akaeno-biological-treatment-of-industrial-wastewater.html,Water & Wastewater (36),7,AKAENO,AKAENO
Neosens,Pure Sensor Solutions,https://www.frenchcleantech.com/company/categories/water-wastewater/profile/neosens-pure-sensor-solutions.html,Water & Wastewater (36),7,NEOSENS,NEOSENS
RC-Lux,Water treatment system,https://www.frenchcleantech.com/company/categories/water-wastewater/profile/rc-lux-water-treatment-system.html,Water & Wastewater (36),8,RC LUX,RC LUX
